"Historical Burger";"Historical Tap Beers";"Historical Can Beers";"Historical Facebook Event";"Historical Sticker"
"The Smothered Warrior - pepper jack cheese, tzatziki sauce, mushrooms on a ciabatta roll";"Lost Abbey Devotion Ale";"JuneShine Hard Kombucha, Topo Chico Hard Seltzer, Cigar City Jai Alai IPA, Voodoo Ranger Juice Force IPA, Hard Seltzer Variety Packs";"https://www.google.com/search?q=https://facebook.com/events/7497911";"sticker556.svg"
"The Savory Queen - BBQ sauce, pineapple-glaze, bacon jam on a rye bun";"Cigar City Jai Alai IPA, New Glarus Spotted Cow, Green Flash West Coast IPA, Hill Farmstead Susan";"Stone Delicious IPA, New Glarus Moon Man, Narragansett Fresh Catch, 21st Amendment El Sully, Fat Tire Amber Ale";"https://www.google.com/search?q=https://facebook.com/events/5629375";"sticker876.svg"
"The Fiery Trapper - sriracha mayo, arugula on a kaiser roll";"Perennial Artisan Ales Abraxas, Kona Big Wave Golden Ale, Prairie Artisan Ales Bomb!, Rochefort 10";"Stone Arrogant Bastard Ale, Lagunitas Daytime IPA, Oskar Blues Old Chub, Ska Modus Hoperandi, Topo Chico Hard Seltzer";"https://www.google.com/search?q=https://facebook.com/events/6735918";"sticker640.jpg"
"The Cool Maverick - vegan aioli, pesto, pepper jack cheese on a pretzel bun";"Tree House Julius, New Glarus Spotted Cow";"New Glarus Moon Man, Odell 90 Shilling Ale, Coors Banquet, Twisted Tea Original, Keystone Light";"https://www.google.com/search?q=https://facebook.com/events/3616649";"sticker212.png"
"The Cool Legend - swiss cheese, sprouts on a sesame seed bun";"Guinness Draught, Founders All Day IPA";"Nutrl Watermelon, Press Seltzer, Allagash White, Flying Embers Hard Kombucha, Genesee Cream Ale";"https://www.google.com/search?q=https://facebook.com/events/6002626";"sticker386.svg"
"The Sweet Titan - salsa, chorizo, provolone, avocado on a sesame seed bun";"Chimay Blue, Bud Light, Lagunitas Daytime IPA, Great Lakes Edmund Fitzgerald Porter";"Kona Big Wave Golden Ale, Twisted Tea Original, White Claw Hard Seltzer Mango, Old Style, Lagunitas Daytime IPA, Nutrl Watermelon";"https://www.google.com/search?q=https://facebook.com/events/2573861";"sticker178.jpg"
"The Fiery Maverick - provolone, sprouts, arugula on a ciabatta roll";"Heineken, Tree House Julius, New Belgium Voodoo Ranger IPA";"Pabst Blue Ribbon Easy, Smirnoff Ice, Hard Seltzer Variety Packs, Bud Ice, Stella Artois Cidre, Oskar Blues Old Chub";"https://www.google.com/search?q=https://facebook.com/events/2710107";"sticker839.png"
"The Cool Warrior - red onion, sprouts, pickled red cabbage on a brioche bun";"Yuengling Lager, Pizza Port Chronic Amber Ale, 3 Floyds Zombie Dust";"Natural Light, Keystone Light, Sierra Nevada Pale Ale, Dogfish Head SeaQuench Ale";"https://www.google.com/search?q=https://facebook.com/events/7880633";"sticker207.jpg"
"The Juicy Rancher - feta cheese, goat cheese, salsa on a brioche bun";"SweetWater IPA, Lagunitas Daytime IPA, Modelo Especial";"Stone Arrogant Bastard Ale, High Noon Pineapple, Uinta Cutthroat Pale Ale, 21st Amendment El Sully, Dogfish Head SeaQuench Ale";"https://www.google.com/search?q=https://facebook.com/events/7063908";"sticker156.svg"
"The Smothered Voyager - fried egg, goat cheese on a kaiser roll";"Ballast Point Sculpin IPA, Stone Ripper Pale Ale";"Cutwater Tequila Margarita, Twisted Tea Original, Dogfish Head 90 Minute IPA, Mike's Hard Lemonade, Odell 90 Shilling Ale, Topo Chico Hard Seltzer";"https://www.google.com/search?q=https://facebook.com/events/3461918";"sticker537.svg"
